file,avg_bw_sum,avg_req_lat_avg,row_buffer_hits_sum,avg_power_sum,bank_idle_cycles_sum
dramsim3.txt,1.124352,1004.77,0,988.971,104833994
dramsim3.txt,0.1042873,211.10000000000002,0,846.0840000000001,46492807
dramsim3.txt,2.3520000000000003,553.3095000000001,0,1157.767,32620112
